,AvatarID,Total_days_actv,Actual_days_actv,Active_Ratio,Total_login,Level_l,Level_m,Level_h,Race_Orc,Race_Tauren,Race_Troll,Race_Undead,Class_Warrior,Class_Hunter,Class_Rogue,Class_Shaman,Class_Warlock,Class_Druid,Class_Mage,Class_Priest,Churn
5293,3073,740,3,0.405405405405,20,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
5294,3121,4,2,50.0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5295,3261,2,2,100.0,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
5296,3753,0,1,,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5297,3956,1820,2,0.10989010989,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
5298,3976,1,2,200.0,24,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5299,4162,0,1,,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
5300,4435,1092,7,0.641025641026,117,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1
5301,4451,1,2,200.0,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
5302,4524,0,1,,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
5303,4987,0,1,,7,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5304,5245,1,2,200.0,16,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5305,5303,1,2,200.0,11,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
5306,5315,3,4,133.333333333,113,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5307,5947,2561,80,3.12377977353,3056,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
5308,6099,0,1,,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5309,6618,374,15,4.01069518717,103,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
5310,6637,0,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5311,6687,0,1,,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5312,6718,0,1,,10,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
5313,6778,0,1,,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
5314,6932,0,1,,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5315,7212,0,1,,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
5316,7228,12,11,91.6666666667,317,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
5317,7346,354,13,3.67231638418,500,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
5318,7555,361,8,2.21606648199,132,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
5319,7749,0,1,,9,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5320,7861,2191,26,1.18667275217,341,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
5321,7944,2,2,100.0,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
5322,8040,1452,35,2.41046831956,574,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5323,8088,347,2,0.576368876081,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
5324,8165,711,3,0.42194092827,30,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
5325,8523,0,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5326,9001,2943,2,0.067957866123,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1
5327,9340,0,1,,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
5328,9603,0,1,,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
5329,9654,0,1,,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
5330,9678,1845,79,4.28184281843,5519,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
5331,9725,0,1,,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
5332,9931,1823,4,0.219418540867,34,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5333,10002,1828,41,2.24288840263,345,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
5334,10583,0,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5335,10932,1,2,200.0,11,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5336,11310,12,4,33.3333333333,27,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
5337,11766,0,1,,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
5338,11805,0,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5339,11978,740,30,4.05405405405,388,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5340,12316,0,1,,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
5341,12440,0,1,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
5342,12667,363,16,4.40771349862,281,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
5343,12896,0,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5344,13351,2,2,100.0,32,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
5345,13498,4,2,50.0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
5346,13521,1104,12,1.08695652174,39,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1
5347,13868,0,1,,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5348,14676,1,2,200.0,17,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
5349,14757,0,1,,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5350,14903,1,2,200.0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
5351,14949,2194,29,1.32178669098,257,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
5352,14978,2193,139,6.33834929321,2294,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
5353,15064,0,1,,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
5354,15471,0,1,,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5355,15548,0,1,,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
5356,15766,1830,139,7.5956284153,4643,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
5357,15801,1,2,200.0,21,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5358,16236,0,1,,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5359,16311,0,1,,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
5360,16396,374,9,2.4064171123,52,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5361,16595,1443,50,3.465003465,1106,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
5362,16786,2,3,150.0,28,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
5363,16871,1823,36,1.9747668678,645,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
5364,16887,5,5,100.0,49,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
5365,17326,22,2,9.09090909091,28,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
5366,17551,747,8,1.07095046854,129,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
5367,17556,0,1,,16,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5368,17623,1115,69,6.18834080717,3722,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
5369,17665,7,2,28.5714285714,13,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5370,18143,0,1,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
5371,18244,1,2,200.0,13,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5372,18317,0,1,,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
5373,18350,0,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5374,18608,0,1,,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
5375,18740,8,7,87.5,133,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
5376,20004,743,12,1.61507402423,33,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
5377,20137,0,1,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
5378,20391,0,1,,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
5379,20477,347,3,0.864553314121,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
5380,20604,0,1,,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
5381,20967,360,7,1.94444444444,21,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
5382,21280,0,1,,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
5383,22371,17,3,17.6470588235,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
5384,22471,26,16,61.5384615385,274,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5385,22623,1,2,200.0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5386,22772,0,1,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
5387,22991,14,3,21.4285714286,16,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
5388,23402,1,2,200.0,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5389,23533,21,13,61.9047619048,51,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
5390,23567,0,1,,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
5391,23704,1,2,200.0,13,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
5392,24150,0,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5393,24308,0,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5394,24646,0,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5395,25003,4,2,50.0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5396,25387,0,1,,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
5397,25417,6,3,50.0,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5398,25531,6,6,100.0,174,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5399,26129,0,1,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
5400,146,758,23,3.03430079156,429,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
5401,704,3295,52,1.57814871017,1925,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
5402,1122,1479,22,1.48749154834,50,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
5403,1145,3302,97,2.93761356753,2278,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
5404,1247,12,10,83.3333333333,109,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
5405,1304,2192,47,2.14416058394,1717,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
5406,1488,2214,42,1.89701897019,946,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
5407,1491,3672,61,1.66122004357,1869,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
5408,2320,19,11,57.8947368421,107,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5409,2329,730,30,4.1095890411,870,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
5410,2760,0,1,,8,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
5411,3206,0,1,,13,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1
5412,3421,0,1,,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
5413,3636,3658,10,0.273373428103,42,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
5414,3752,0,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5415,3798,0,1,,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5416,3923,3666,79,2.15493726132,616,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
5417,3927,2935,15,0.511073253833,142,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
5418,3970,2192,17,0.775547445255,37,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
5419,4111,731,9,1.23119015048,48,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
5420,4174,2572,30,1.16640746501,177,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5421,4428,1445,15,1.03806228374,30,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5422,4472,0,1,,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
5423,4656,3660,223,6.09289617486,3703,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
5424,4663,1103,45,4.0797824116,643,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
5425,4766,0,1,,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
5426,4898,733,5,0.682128240109,52,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5427,5047,359,14,3.89972144847,397,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
5428,5306,0,1,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
5429,5624,2548,3,0.117739403454,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
5430,5879,0,1,,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
5431,6366,0,1,,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
5432,6382,0,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5433,6384,1,2,200.0,38,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
5434,6720,12,2,16.6666666667,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
5435,6902,0,1,,9,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
5436,7221,0,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5437,7335,0,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5438,7343,2,3,150.0,55,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5439,7570,2,3,150.0,44,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
5440,7854,2194,16,0.729261622607,46,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5441,7990,4,3,75.0,14,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5442,8007,0,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5443,8770,14,8,57.1428571429,60,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
5444,9117,0,1,,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5445,9291,0,1,,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
5446,9323,0,1,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5447,9399,1483,22,1.48347943358,54,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
5448,9418,0,1,,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5449,9625,0,1,,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
5450,9754,738,7,0.948509485095,54,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5451,10463,1098,10,0.910746812386,61,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
5452,10869,0,1,,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
5453,10871,0,1,,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5454,11196,1,2,200.0,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
5455,11321,0,1,,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
5456,11391,2580,141,5.46511627907,3157,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
5457,12042,0,1,,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
5458,12056,2573,45,1.74893120871,1409,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
5459,12123,0,1,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
5460,12125,2197,12,0.546199362767,131,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
5461,12167,0,1,,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
5462,12474,2548,123,4.8273155416,2306,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
5463,12631,1,2,200.0,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
5464,12704,0,1,,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
5465,12791,0,1,,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
5466,12828,0,1,,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
5467,12834,5,5,100.0,44,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
5468,12994,0,1,,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
5469,13036,0,1,,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
5470,13106,0,1,,8,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
5471,13168,0,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5472,13249,0,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5473,13397,369,4,1.08401084011,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
5474,13518,1102,10,0.907441016334,394,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
5475,13689,19,15,78.9473684211,262,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
5476,14020,1469,3,0.204220558203,14,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
5477,14065,2203,6,0.272355878348,57,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
5478,14349,4,5,125.0,30,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
5479,15002,0,1,,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5480,15208,0,1,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
5481,15237,0,1,,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5482,15602,0,1,,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
5483,15628,0,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5484,15648,1,2,200.0,30,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
5485,16006,1102,6,0.5444646098,16,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5486,16610,0,1,,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5487,16960,0,1,,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
5488,17124,0,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5489,17155,1457,9,0.617707618394,44,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
5490,17156,350,6,1.71428571429,11,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
5491,17267,0,1,,14,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
5492,17268,1488,77,5.1747311828,3676,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
5493,17744,0,1,,6,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5494,17996,0,1,,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
5495,18227,731,5,0.683994528044,11,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
5496,18301,1,2,200.0,16,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1
5497,18342,1077,4,0.371402042711,26,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
5498,18366,369,3,0.813008130081,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
5499,18481,0,1,,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5500,18548,0,1,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
5501,18605,0,1,,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
5502,18679,1117,5,0.447627573859,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
5503,18765,4,4,100.0,58,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
5504,18791,0,1,,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5505,19271,1,2,200.0,11,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
5506,19319,741,3,0.404858299595,50,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5507,19557,0,1,,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
5508,19617,0,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5509,19636,0,1,,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
5510,19722,0,1,,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
5511,19788,355,2,0.56338028169,13,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
5512,20006,387,8,2.06718346253,12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5513,20083,749,6,0.801068090788,59,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
5514,20593,0,1,,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
5515,20635,0,1,,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5516,20670,3,3,100.0,21,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5517,20697,360,8,2.22222222222,131,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
5518,20793,0,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5519,20948,387,14,3.61757105943,91,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
5520,21033,1,2,200.0,5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5521,21138,0,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5522,21243,357,8,2.24089635854,20,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5523,21287,0,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5524,21403,369,5,1.35501355014,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
5525,21722,2,2,100.0,11,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
5526,21724,1,2,200.0,29,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
5527,22170,0,1,,19,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
5528,22293,25,15,60.0,20,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5529,22433,23,9,39.1304347826,11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5530,22560,1,2,200.0,16,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5531,22723,23,9,39.1304347826,11,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
5532,23016,8,5,62.5,25,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5533,23413,8,3,37.5,16,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
5534,23466,23,19,82.6086956522,280,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5535,23606,22,8,36.3636363636,40,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
5536,23700,1,2,200.0,10,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5537,23732,0,1,,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
5538,23754,21,6,28.5714285714,10,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
5539,23989,19,8,42.1052631579,87,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5540,24169,0,1,,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5541,24175,12,7,58.3333333333,149,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
5542,24735,12,4,33.3333333333,9,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
5543,24845,14,2,14.2857142857,9,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
5544,24875,0,1,,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
5545,24878,0,1,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
5546,25219,0,1,,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5547,25276,0,1,,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
5548,25300,9,10,111.111111111,250,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5549,25350,7,3,42.8571428571,17,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5550,25891,2,3,150.0,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5551,26008,1,2,200.0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5552,259,29,9,31.0344827586,102,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
5553,512,3295,253,7.67830045524,7645,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
5554,797,3304,272,8.23244552058,9987,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
5555,1595,3676,105,2.8563656148,1629,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
5556,1664,13,4,30.7692307692,8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
5557,1773,1836,67,3.64923747277,2150,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1
5558,1802,3304,84,2.54237288136,117,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5559,2054,1478,100,6.76589986468,3011,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
5560,2239,3,4,133.333333333,15,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5561,2614,1103,20,1.81323662738,161,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5562,2781,0,1,,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5563,2941,0,1,,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
5564,3025,369,32,8.67208672087,834,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
5565,3283,3650,10,0.27397260274,20,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
5566,3449,0,1,,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
5567,3648,366,13,3.55191256831,188,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
5568,3819,0,1,,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
5569,3826,6,6,100.0,95,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5570,4102,0,1,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
5571,4515,1081,28,2.59019426457,269,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
5572,4561,370,7,1.89189189189,48,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
5573,4786,0,1,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
5574,4842,2563,5,0.195083886071,9,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5575,4973,1825,7,0.383561643836,19,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
5576,5499,1088,5,0.459558823529,104,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5577,5611,0,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5578,5864,3649,12,0.328857221156,263,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
